State,Sex,Age_group,COVID-19_Deaths
Iowa,Female,5-14 ,0
Iowa,Female,15-24 ,
Iowa,Female,18-29 ,
Iowa,Female,25-34 ,
Iowa,Female,30-49 ,10
Iowa,Female,35-44 ,
Iowa,Female,45-54 ,10
Iowa,Female,50-64 ,60
Iowa,Female,55-64 ,53
Iowa,Female,65-74 ,88
Iowa,Female,75-84 ,120
Iowa,Female,85 _and_over,216
Iowa,Female,All_Ages,499
Iowa,Unknown,Under_1_year,0
Iowa,Unknown,0-17 ,0
Iowa,Unknown,1-4 ,0
Iowa,Unknown,5-14 ,0
Iowa,Unknown,15-24 ,0
Iowa,Unknown,18-29 ,0
Iowa,Unknown,25-34 ,0
Iowa,Unknown,30-49 ,0
Iowa,Unknown,35-44 ,0
Iowa,Unknown,45-54 ,0
Iowa,Unknown,50-64 ,0
Iowa,Unknown,55-64 ,0
Iowa,Unknown,65-74 ,0
Iowa,Unknown,75-84 ,0
Iowa,Unknown,85 _and_over,0
Iowa,Unknown,All_Ages,0
Iowa,All_Sexes,All_Ages,1070
Kansas,Male,Under_1_year,0
Kansas,Male,0-17 ,0
Kansas,Male,1-4 ,0
Kansas,Male,5-14 ,0
Kansas,Male,15-24 ,
Kansas,Male,18-29 ,
Kansas,Male,25-34 ,
Kansas,Male,30-49 ,20
Kansas,Male,35-44 ,
Kansas,Male,45-54 ,21
Kansas,Male,50-64 ,62
Kansas,Male,55-64 ,52
Kansas,Male,65-74 ,68
Kansas,Male,75-84 ,76
Kansas,Male,85 _and_over,66
Kansas,Male,All_Ages,295
Kansas,Female,Under_1_year,0
Kansas,Female,0-17 ,0
Kansas,Female,1-4 ,0
Kansas,Female,5-14 ,0
Kansas,Female,15-24 ,
Kansas,Female,18-29 ,
Kansas,Female,25-34 ,
Kansas,Female,30-49 ,
Kansas,Female,35-44 ,
Kansas,Female,45-54 ,
Kansas,Female,50-64 ,26
Kansas,Female,55-64 ,23
Kansas,Female,65-74 ,37
Kansas,Female,75-84 ,45
Kansas,Female,85 _and_over,101
Kansas,Female,All_Ages,218
Kansas,Unknown,Under_1_year,0
Kansas,Unknown,0-17 ,0
Kansas,Unknown,1-4 ,0
Kansas,Unknown,5-14 ,0
Kansas,Unknown,15-24 ,0
Kansas,Unknown,18-29 ,0
Kansas,Unknown,25-34 ,0
Kansas,Unknown,30-49 ,0
Kansas,Unknown,35-44 ,0
Kansas,Unknown,45-54 ,0
Kansas,Unknown,50-64 ,0
Kansas,Unknown,55-64 ,0
Kansas,Unknown,65-74 ,0
Kansas,Unknown,75-84 ,0
Kansas,Unknown,85 _and_over,0
Kansas,Unknown,All_Ages,0
Kansas,All_Sexes,All_Ages,513
Kentucky,Male,Under_1_year,0
Kentucky,Male,0-17 ,0
Kentucky,Male,1-4 ,0
Kentucky,Male,5-14 ,0
Kentucky,Male,15-24 ,0
Kentucky,Male,18-29 ,0
Kentucky,Male,25-34 ,
Kentucky,Male,30-49 ,23
Kentucky,Male,35-44 ,14
Kentucky,Male,45-54 ,20
Kentucky,Male,50-64 ,69
Kentucky,Male,55-64 ,56
Kentucky,Male,65-74 ,133
Kentucky,Male,75-84 ,102
Kentucky,Male,85 _and_over,87
Kentucky,Male,All_Ages,414
Kentucky,Female,Under_1_year,0
Kentucky,Female,0-17 ,0
Kentucky,Female,1-4 ,0
Kentucky,Female,5-14 ,0
Kentucky,Female,15-24 ,0
Kentucky,Female,18-29 ,0
Kentucky,Female,25-34 ,
Kentucky,Female,30-49 ,
Kentucky,Female,35-44 ,
Kentucky,Female,45-54 ,14
Kentucky,Female,50-64 ,52
Kentucky,Female,55-64 ,43
Kentucky,Female,65-74 ,83
Kentucky,Female,75-84 ,130
Kentucky,Female,85 _and_over,223
Kentucky,Female,All_Ages,496
Kentucky,Unknown,Under_1_year,0
Kentucky,Unknown,0-17 ,0
Kentucky,Unknown,1-4 ,0
Kentucky,Unknown,5-14 ,0
Kentucky,Unknown,15-24 ,0
Kentucky,Unknown,18-29 ,0
Kentucky,Unknown,25-34 ,0
Kentucky,Unknown,30-49 ,0
Kentucky,Unknown,35-44 ,0
Kentucky,Unknown,45-54 ,0
Kentucky,Unknown,50-64 ,0
Kentucky,Unknown,55-64 ,0
Kentucky,Unknown,65-74 ,0
Kentucky,Unknown,75-84 ,0
Kentucky,Unknown,85 _and_over,0
Kentucky,Unknown,All_Ages,0
Kentucky,All_Sexes,All_Ages,910
Louisiana,Male,Under_1_year,0
Louisiana,Male,0-17 ,
Louisiana,Male,1-4 ,
Louisiana,Male,5-14 ,
Louisiana,Male,15-24 ,
Louisiana,Male,18-29 ,10
Louisiana,Male,25-34 ,17
Louisiana,Male,30-49 ,122
Louisiana,Male,35-44 ,50
Louisiana,Male,45-54 ,142
Louisiana,Male,50-64 ,410
Louisiana,Male,55-64 ,327
Louisiana,Male,65-74 ,551
Louisiana,Male,75-84 ,657
Louisiana,Male,85 _and_over,459
Louisiana,Male,All_Ages,2213
Louisiana,Female,Under_1_year,
Louisiana,Female,0-17 ,
Louisiana,Female,1-4 ,0
Louisiana,Female,5-14 ,0
Louisiana,Female,15-24 ,
Louisiana,Female,18-29 ,10
Louisiana,Female,25-34 ,16
Louisiana,Female,30-49 ,85
Louisiana,Female,35-44 ,43
Louisiana,Female,45-54 ,91
Louisiana,Female,50-64 ,300
Louisiana,Female,55-64 ,242
Louisiana,Female,65-74 ,366
Louisiana,Female,75-84 ,569
Louisiana,Female,85 _and_over,642
Louisiana,Female,All_Ages,1973
Louisiana,Unknown,Under_1_year,0
Louisiana,Unknown,0-17 ,0
Louisiana,Unknown,1-4 ,0
Louisiana,Unknown,5-14 ,0
Louisiana,Unknown,15-24 ,0
Louisiana,Unknown,18-29 ,0
Louisiana,Unknown,25-34 ,0
Louisiana,Unknown,30-49 ,0
Louisiana,Unknown,35-44 ,0
Louisiana,Unknown,45-54 ,0
Louisiana,Unknown,50-64 ,0
Louisiana,Unknown,55-64 ,0
Louisiana,Unknown,65-74 ,0
Louisiana,Unknown,75-84 ,0
Louisiana,Unknown,85 _and_over,0
Louisiana,Unknown,All_Ages,0
Louisiana,All_Sexes,All_Ages,4186
Maine,Male,Under_1_year,0
Maine,Male,0-17 ,0
Maine,Male,1-4 ,0
Maine,Male,5-14 ,0
Maine,Male,15-24 ,0
Maine,Male,18-29 ,0
Maine,Male,25-34 ,0
Maine,Male,30-49 ,
Maine,Male,35-44 ,
Maine,Male,45-54 ,
Maine,Male,50-64 ,
Maine,Male,55-64 ,
Maine,Male,65-74 ,18
Maine,Male,75-84 ,20
Maine,Male,85 _and_over,20
Maine,Male,All_Ages,68
Maine,Female,Under_1_year,0
Maine,Female,0-17 ,0
Maine,Female,1-4 ,0
Maine,Female,5-14 ,0
Maine,Female,15-24 ,0
Maine,Female,18-29 ,0
Maine,Female,25-34 ,0
Maine,Female,30-49 ,
Maine,Female,35-44 ,
Maine,Female,45-54 ,
Maine,Female,50-64 ,
Maine,Female,55-64 ,
Maine,Female,65-74 ,
Maine,Female,75-84 ,24
Maine,Female,85 _and_over,39
Maine,Female,All_Ages,77
Maine,Unknown,Under_1_year,0
Maine,Unknown,0-17 ,0
Maine,Unknown,1-4 ,0
Maine,Unknown,5-14 ,0
Maine,Unknown,15-24 ,0
Maine,Unknown,18-29 ,0
Maine,Unknown,25-34 ,0
Maine,Unknown,30-49 ,0
Maine,Unknown,35-44 ,0
Maine,Unknown,45-54 ,0
Maine,Unknown,50-64 ,0
Maine,Unknown,55-64 ,0
Maine,Unknown,65-74 ,0
Maine,Unknown,75-84 ,0
Maine,Unknown,85 _and_over,0
Maine,Unknown,All_Ages,0
Maine,All_Sexes,All_Ages,145
Maryland,Male,Under_1_year,0
Maryland,Male,0-17 ,0
Maryland,Male,1-4 ,0
Maryland,Male,5-14 ,0
Maryland,Male,15-24 ,
Maryland,Male,18-29 ,18
Maryland,Male,25-34 ,31
Maryland,Male,30-49 ,135
Maryland,Male,35-44 ,65
Maryland,Male,45-54 ,132
Maryland,Male,50-64 ,392
Maryland,Male,55-64 ,313
Maryland,Male,65-74 ,441
Maryland,Male,75-84 ,575
Maryland,Male,85 _and_over,484
Maryland,Male,All_Ages,2045
Maryland,Female,Under_1_year,0
Maryland,Female,0-17 ,
Maryland,Female,1-4 ,0
Maryland,Female,5-14 ,0
Maryland,Female,15-24 ,
Maryland,Female,18-29 ,
Maryland,Female,25-34 ,
Maryland,Female,30-49 ,50
Maryland,Female,35-44 ,23
Maryland,Female,45-54 ,73
Maryland,Female,50-64 ,228
Maryland,Female,55-64 ,177
Maryland,Female,65-74 ,347
Maryland,Female,75-84 ,524
Maryland,Female,85 _and_over,813
Maryland,Female,All_Ages,1969
Maryland,Unknown,Under_1_year,0
Maryland,Unknown,0-17 ,0
Maryland,Unknown,1-4 ,0
Maryland,Unknown,5-14 ,0
Maryland,Unknown,15-24 ,0
Maryland,Unknown,18-29 ,0
Maryland,Unknown,25-34 ,0
Maryland,Unknown,30-49 ,0
Maryland,Unknown,35-44 ,0
Maryland,Unknown,45-54 ,0
Maryland,Unknown,50-64 ,0
Maryland,Unknown,55-64 ,0
Maryland,Unknown,65-74 ,0
Maryland,Unknown,75-84 ,0
Maryland,Unknown,85 _and_over,0
Maryland,Unknown,All_Ages,0
Maryland,All_Sexes,All_Ages,4014
Massachusetts,Male,Under_1_year,0
Massachusetts,Male,0-17 ,0
Massachusetts,Male,1-4 ,0
Massachusetts,Male,5-14 ,0
Massachusetts,Male,15-24 ,
Massachusetts,Male,18-29 ,
Massachusetts,Male,25-34 ,12
Massachusetts,Male,30-49 ,78
Massachusetts,Male,35-44 ,33
Massachusetts,Male,45-54 ,98
Massachusetts,Male,50-64 ,401
Massachusetts,Male,55-64 ,338
Massachusetts,Male,65-74 ,724
Massachusetts,Male,75-84 ,1133
Massachusetts,Male,85 _and_over,1370
Massachusetts,Male,All_Ages,3713
Massachusetts,Female,Under_1_year,0
Massachusetts,Female,0-17 ,0
Massachusetts,Female,1-4 ,0
Massachusetts,Female,5-14 ,0
Massachusetts,Female,15-24 ,
Massachusetts,Female,18-29 ,
Massachusetts,Female,25-34 ,
Massachusetts,Female,30-49 ,36
Massachusetts,Female,35-44 ,14
Massachusetts,Female,45-54 ,65
Massachusetts,Female,50-64 ,246
Massachusetts,Female,55-64 ,199
Massachusetts,Female,65-74 ,493
Massachusetts,Female,75-84 ,1048
Massachusetts,Female,85 _and_over,2420
Massachusetts,Female,All_Ages,4247
Massachusetts,Unknown,Under_1_year,0
Massachusetts,Unknown,0-17 ,0
Massachusetts,Unknown,1-4 ,0
Massachusetts,Unknown,5-14 ,0
Massachusetts,Unknown,15-24 ,0
Massachusetts,Unknown,18-29 ,0
Massachusetts,Unknown,25-34 ,0
Massachusetts,Unknown,30-49 ,0
Massachusetts,Unknown,35-44 ,0
Massachusetts,Unknown,45-54 ,0
Massachusetts,Unknown,50-64 ,0
Massachusetts,Unknown,55-64 ,0
Massachusetts,Unknown,65-74 ,0
Massachusetts,Unknown,75-84 ,0
Massachusetts,Unknown,85 _and_over,0
Massachusetts,Unknown,All_Ages,0
Massachusetts,All_Sexes,All_Ages,7960
Michigan,Male,Under_1_year,0
Michigan,Male,0-17 ,0
Michigan,Male,1-4 ,0
Michigan,Male,5-14 ,0
Michigan,Male,15-24 ,
Michigan,Male,18-29 ,13
Michigan,Male,25-34 ,28
Michigan,Male,30-49 ,167
Michigan,Male,35-44 ,60
Michigan,Male,45-54 ,219
Michigan,Male,50-64 ,575
Michigan,Male,55-64 ,445
Michigan,Male,65-74 ,836
Michigan,Male,75-84 ,865
Michigan,Male,85 _and_over,678
Michigan,Male,All_Ages,3134
Michigan,Female,Under_1_year,0
Michigan,Female,0-17 ,
Michigan,Female,1-4 ,0
Michigan,Female,5-14 ,
Michigan,Female,15-24 ,
Michigan,Female,18-29 ,11
Michigan,Female,25-34 ,13
Michigan,Female,30-49 ,94
Michigan,Female,35-44 ,35
Michigan,Female,45-54 ,120
Michigan,Female,50-64 ,349
Michigan,Female,55-64 ,282
Michigan,Female,65-74 ,597
Michigan,Female,75-84 ,710
Michigan,Female,85 _and_over,1091
Michigan,Female,All_Ages,2853
Michigan,Unknown,Under_1_year,0
Michigan,Unknown,0-17 ,0
Michigan,Unknown,1-4 ,0
Michigan,Unknown,5-14 ,0
Michigan,Unknown,15-24 ,0
Michigan,Unknown,18-29 ,0
Michigan,Unknown,25-34 ,0
Michigan,Unknown,30-49 ,0
Michigan,Unknown,35-44 ,0
Michigan,Unknown,45-54 ,0
Michigan,Unknown,50-64 ,0
Michigan,Unknown,55-64 ,0
Michigan,Unknown,65-74 ,0
Michigan,Unknown,75-84 ,0
Michigan,Unknown,85 _and_over,
Michigan,Unknown,All_Ages,
Michigan,All_Sexes,All_Ages,5988
Minnesota,Male,Under_1_year,0
Minnesota,Male,0-17 ,0
Minnesota,Male,1-4 ,0
Minnesota,Male,5-14 ,0
Minnesota,Male,15-24 ,
Minnesota,Male,18-29 ,
Minnesota,Male,25-34 ,
Minnesota,Male,30-49 ,23
Minnesota,Male,35-44 ,11
Minnesota,Male,45-54 ,31
Minnesota,Male,50-64 ,117
Minnesota,Male,55-64 ,95
Minnesota,Male,65-74 ,167
Minnesota,Male,75-84 ,255
Minnesota,Male,85 _and_over,300
Minnesota,Male,All_Ages,865
Minnesota,Female,Under_1_year,
Minnesota,Female,0-17 ,
Minnesota,Female,1-4 ,0
Minnesota,Female,5-14 ,0
Minnesota,Female,15-24 ,0
Minnesota,Female,18-29 ,
Minnesota,Female,25-34 ,
Minnesota,Female,30-49 ,13
Minnesota,Female,35-44 ,
Minnesota,Female,45-54 ,16
Minnesota,Female,50-64 ,57
Minnesota,Female,55-64 ,46
Minnesota,Female,65-74 ,134
Minnesota,Female,75-84 ,227
Minnesota,Female,85 _and_over,475
Minnesota,Female,All_Ages,909
Minnesota,Unknown,Under_1_year,0
Minnesota,Unknown,0-17 ,0
Minnesota,Unknown,1-4 ,0
Minnesota,Unknown,5-14 ,0
Minnesota,Unknown,15-24 ,0
Minnesota,Unknown,18-29 ,0
Minnesota,Unknown,25-34 ,0
Minnesota,Unknown,30-49 ,0
Minnesota,Unknown,35-44 ,0
Minnesota,Unknown,45-54 ,0
Minnesota,Unknown,50-64 ,0
Minnesota,Unknown,55-64 ,0
Minnesota,Unknown,65-74 ,0
Minnesota,Unknown,75-84 ,0
Minnesota,Unknown,85 _and_over,0
Minnesota,Unknown,All_Ages,0
Minnesota,All_Sexes,All_Ages,1774
Mississippi,Male,Under_1_year,0
Mississippi,Male,0-17 ,0
Mississippi,Male,1-4 ,0
Mississippi,Male,5-14 ,0
Mississippi,Male,15-24 ,
Mississippi,Male,18-29 ,
Mississippi,Male,25-34 ,12
Mississippi,Male,30-49 ,72
Mississippi,Male,35-44 ,31
Mississippi,Male,45-54 ,69
Mississippi,Male,50-64 ,201
Mississippi,Male,55-64 ,164
Mississippi,Male,65-74 ,302
Mississippi,Male,75-84 ,305
Mississippi,Male,85 _and_over,194
Mississippi,Male,All_Ages,1082
Mississippi,Female,Under_1_year,0
Mississippi,Female,0-17 ,0
Mississippi,Female,1-4 ,0
Mississippi,Female,5-14 ,0
Mississippi,Female,15-24 ,
Mississippi,Female,18-29 ,
Mississippi,Female,25-34 ,10
Mississippi,Female,30-49 ,65
Mississippi,Female,35-44 ,26
Mississippi,Female,45-54 ,77
Mississippi,Female,50-64 ,200
Mississippi,Female,55-64 ,157
Mississippi,Female,65-74 ,220
Mississippi,Female,75-84 ,264
Mississippi,Female,85 _and_over,332
Mississippi,Female,All_Ages,1090
Mississippi,Unknown,Under_1_year,0
Mississippi,Unknown,0-17 ,0
Mississippi,Unknown,1-4 ,0
Mississippi,Unknown,5-14 ,0
Mississippi,Unknown,15-24 ,0
Mississippi,Unknown,18-29 ,0
Mississippi,Unknown,25-34 ,0
Mississippi,Unknown,30-49 ,0
Mississippi,Unknown,35-44 ,0
Mississippi,Unknown,45-54 ,0
Mississippi,Unknown,50-64 ,0
Mississippi,Unknown,55-64 ,0
Mississippi,Unknown,65-74 ,0
Mississippi,Unknown,75-84 ,
Mississippi,Unknown,85 _and_over,0
Mississippi,Unknown,All_Ages,
Mississippi,All_Sexes,All_Ages,2173
Missouri,Male,Under_1_year,0
Missouri,Male,0-17 ,0
Missouri,Male,1-4 ,0
Missouri,Male,5-14 ,0
Missouri,Male,15-24 ,
Missouri,Male,18-29 ,
Missouri,Male,25-34 ,
Missouri,Male,30-49 ,18
Missouri,Male,35-44 ,
Missouri,Male,45-54 ,34
Missouri,Male,50-64 ,120
Missouri,Male,55-64 ,96
Missouri,Male,65-74 ,184
Missouri,Male,75-84 ,213
Missouri,Male,85 _and_over,191
Missouri,Male,All_Ages,729
Missouri,Female,Under_1_year,0
Missouri,Female,0-17 ,0
Missouri,Female,1-4 ,0
Missouri,Female,5-14 ,0
Missouri,Female,15-24 ,
Missouri,Female,18-29 ,
Missouri,Female,25-34 ,
Missouri,Female,30-49 ,15
Missouri,Female,35-44 ,
Missouri,Female,45-54 ,20
Missouri,Female,50-64 ,70
Missouri,Female,55-64 ,56
Missouri,Female,65-74 ,124
Missouri,Female,75-84 ,179
Missouri,Female,85 _and_over,352
Missouri,Female,All_Ages,742
Missouri,Unknown,Under_1_year,0
Missouri,Unknown,0-17 ,0
Missouri,Unknown,1-4 ,0
Missouri,Unknown,5-14 ,0
Missouri,Unknown,15-24 ,0
Missouri,Unknown,18-29 ,0
Missouri,Unknown,25-34 ,0
Missouri,Unknown,30-49 ,0
Missouri,Unknown,35-44 ,0
Missouri,Unknown,45-54 ,0
Missouri,Unknown,50-64 ,0
Missouri,Unknown,55-64 ,0
Missouri,Unknown,65-74 ,0
Missouri,Unknown,75-84 ,0
Missouri,Unknown,85 _and_over,0
Missouri,Unknown,All_Ages,0
Missouri,All_Sexes,All_Ages,1471
Montana,Male,Under_1_year,0
Montana,Male,0-17 ,0
Montana,Male,1-4 ,0
Montana,Male,5-14 ,0
Montana,Male,15-24 ,0
Montana,Male,18-29 ,0
Montana,Male,25-34 ,0
Montana,Male,30-49 ,
Montana,Male,35-44 ,
Montana,Male,45-54 ,
Montana,Male,50-64 ,
Montana,Male,55-64 ,
Montana,Male,65-74 ,11
Montana,Male,75-84 ,15
Montana,Male,85 _and_over,11
Montana,Male,All_Ages,44
Montana,Female,Under_1_year,0
Montana,Female,0-17 ,0
Montana,Female,1-4 ,0
Montana,Female,5-14 ,0
Montana,Female,15-24 ,0
Montana,Female,18-29 ,0
Montana,Female,25-34 ,
Montana,Female,30-49 ,
Montana,Female,35-44 ,0
Montana,Female,45-54 ,
Montana,Female,50-64 ,
Montana,Female,55-64 ,
Montana,Female,65-74 ,
Montana,Female,75-84 ,14
Montana,Female,85 _and_over,17
Montana,Female,All_Ages,40
Montana,Unknown,Under_1_year,0
Montana,Unknown,0-17 ,0
Montana,Unknown,1-4 ,0
Montana,Unknown,5-14 ,0
Montana,Unknown,15-24 ,0
Montana,Unknown,18-29 ,0
Montana,Unknown,25-34 ,0
Montana,Unknown,30-49 ,0
Montana,Unknown,35-44 ,0
Montana,Unknown,45-54 ,0
Montana,Unknown,50-64 ,0
Montana,Unknown,55-64 ,0
Montana,Unknown,65-74 ,0
Montana,Unknown,75-84 ,0
Montana,Unknown,85 _and_over,0
Montana,Unknown,All_Ages,0
Montana,All_Sexes,All_Ages,84
Nebraska,Male,Under_1_year,0
Nebraska,Male,0-17 ,0
Nebraska,Male,1-4 ,0
Nebraska,Male,5-14 ,0
Nebraska,Male,15-24 ,0
Nebraska,Male,18-29 ,
Nebraska,Male,25-34 ,
Nebraska,Male,30-49 ,13
Nebraska,Male,35-44 ,
Nebraska,Male,45-54 ,15
Nebraska,Male,50-64 ,39
Nebraska,Male,55-64 ,29
Nebraska,Male,65-74 ,55
Nebraska,Male,75-84 ,53
Nebraska,Male,85 _and_over,40
Nebraska,Male,All_Ages,204
Nebraska,Female,Under_1_year,0
Nebraska,Female,0-17 ,0
Nebraska,Female,1-4 ,0
Nebraska,Female,5-14 ,0
Nebraska,Female,15-24 ,0
Nebraska,Female,18-29 ,0
Nebraska,Female,25-34 ,
Nebraska,Female,30-49 ,
Nebraska,Female,35-44 ,
Nebraska,Female,45-54 ,
Nebraska,Female,50-64 ,28
Nebraska,Female,55-64 ,22
Nebraska,Female,65-74 ,26
Nebraska,Female,75-84 ,44
Nebraska,Female,85 _and_over,67
Nebraska,Female,All_Ages,170
Nebraska,Unknown,Under_1_year,0
Nebraska,Unknown,0-17 ,0
Nebraska,Unknown,1-4 ,0
Nebraska,Unknown,5-14 ,0
Nebraska,Unknown,15-24 ,0
Nebraska,Unknown,18-29 ,0
Nebraska,Unknown,25-34 ,0
Nebraska,Unknown,30-49 ,0
Nebraska,Unknown,35-44 ,0
Nebraska,Unknown,45-54 ,0
Nebraska,Unknown,50-64 ,0
Nebraska,Unknown,55-64 ,0
Nebraska,Unknown,65-74 ,0
Nebraska,Unknown,75-84 ,0
Nebraska,Unknown,85 _and_over,0
Nebraska,Unknown,All_Ages,0
Nebraska,All_Sexes,All_Ages,374
Nevada,Male,Under_1_year,0
Nevada,Male,0-17 ,
Nevada,Male,1-4 ,0
Nevada,Male,5-14 ,
Nevada,Male,15-24 ,
Nevada,Male,18-29 ,
Nevada,Male,25-34 ,
Nevada,Male,30-49 ,49
Nevada,Male,35-44 ,22
Nevada,Male,45-54 ,71
Nevada,Male,50-64 ,140
Nevada,Male,55-64 ,95
Nevada,Male,65-74 ,182
Nevada,Male,75-84 ,204
Nevada,Male,85 _and_over,110
Nevada,Male,All_Ages,690
Nevada,Female,Under_1_year,0
Nevada,Female,0-17 ,0
Nevada,Female,1-4 ,0
Nevada,Female,5-14 ,0
Nevada,Female,15-24 ,0
Nevada,Female,18-29 ,
Nevada,Female,25-34 ,
Nevada,Female,30-49 ,18
Nevada,Female,35-44 ,
Nevada,Female,45-54 ,24
Nevada,Female,50-64 ,70
Nevada,Female,55-64 ,55
Nevada,Female,65-74 ,111
Nevada,Female,75-84 ,134
Nevada,Female,85 _and_over,100
Nevada,Female,All_Ages,435
Nevada,Unknown,Under_1_year,0
Nevada,Unknown,0-17 ,0
Nevada,Unknown,1-4 ,0
Nevada,Unknown,5-14 ,0
Nevada,Unknown,15-24 ,0
Nevada,Unknown,18-29 ,0
Nevada,Unknown,25-34 ,0
Nevada,Unknown,30-49 ,0
Nevada,Unknown,35-44 ,0
Nevada,Unknown,45-54 ,0
Nevada,Unknown,50-64 ,0
Nevada,Unknown,55-64 ,0
Nevada,Unknown,65-74 ,0
Nevada,Unknown,75-84 ,0
Nevada,Unknown,85 _and_over,0
Nevada,Unknown,All_Ages,0
Nevada,All_Sexes,All_Ages,1125
New_Hampshire,Male,Under_1_year,0
New_Hampshire,Male,0-17 ,0
New_Hampshire,Male,1-4 ,0
New_Hampshire,Male,5-14 ,0
New_Hampshire,Male,15-24 ,
New_Hampshire,Male,18-29 ,
New_Hampshire,Male,25-34 ,0
New_Hampshire,Male,30-49 ,
New_Hampshire,Male,35-44 ,
New_Hampshire,Male,45-54 ,
New_Hampshire,Male,50-64 ,19
New_Hampshire,Male,55-64 ,14
New_Hampshire,Male,65-74 ,34
New_Hampshire,Male,75-84 ,63
New_Hampshire,Male,85 _and_over,81
New_Hampshire,Male,All_Ages,203
New_Hampshire,Female,Under_1_year,0
New_Hampshire,Female,0-17 ,0
New_Hampshire,Female,1-4 ,0
New_Hampshire,Female,5-14 ,0
New_Hampshire,Female,15-24 ,0
New_Hampshire,Female,18-29 ,0
New_Hampshire,Female,25-34 ,0
New_Hampshire,Female,30-49 ,0
New_Hampshire,Female,35-44 ,0
New_Hampshire,Female,45-54 ,
New_Hampshire,Female,50-64 ,
New_Hampshire,Female,55-64 ,
New_Hampshire,Female,65-74 ,26
New_Hampshire,Female,75-84 ,54
New_Hampshire,Female,85 _and_over,126
New_Hampshire,Female,All_Ages,211
New_Hampshire,Unknown,Under_1_year,0
New_Hampshire,Unknown,0-17 ,0
New_Hampshire,Unknown,1-4 ,0
New_Hampshire,Unknown,5-14 ,0
New_Hampshire,Unknown,15-24 ,0
New_Hampshire,Unknown,18-29 ,0
New_Hampshire,Unknown,25-34 ,0
New_Hampshire,Unknown,30-49 ,0
New_Hampshire,Unknown,35-44 ,0
New_Hampshire,Unknown,45-54 ,0
New_Hampshire,Unknown,50-64 ,0
New_Hampshire,Unknown,55-64 ,0
New_Hampshire,Unknown,65-74 ,0
New_Hampshire,Unknown,75-84 ,0
New_Hampshire,Unknown,85 _and_over,0
New_Hampshire,Unknown,All_Ages,0
New_Hampshire,All_Sexes,All_Ages,414
New_Jersey,Male,Under_1_year,0
New_Jersey,Male,0-17 ,0
New_Jersey,Male,1-4 ,0
New_Jersey,Male,5-14 ,0
New_Jersey,Male,15-24 ,11
New_Jersey,Male,18-29 ,37
New_Jersey,Male,25-34 ,74
New_Jersey,Male,30-49 ,467
New_Jersey,Male,35-44 ,199
New_Jersey,Male,45-54 ,563
New_Jersey,Male,50-64 ,1585
New_Jersey,Male,55-64 ,1242
New_Jersey,Male,65-74 ,1725
New_Jersey,Male,75-84 ,1937
New_Jersey,Male,85 _and_over,1778
New_Jersey,Male,All_Ages,7529
New_Jersey,Female,Under_1_year,0
New_Jersey,Female,0-17 ,
New_Jersey,Female,1-4 ,
New_Jersey,Female,5-14 ,0
New_Jersey,Female,15-24 ,
New_Jersey,Female,18-29 ,17
New_Jersey,Female,25-34 ,34
New_Jersey,Female,30-49 ,148
New_Jersey,Female,35-44 ,67
New_Jersey,Female,45-54 ,185
New_Jersey,Female,50-64 ,694
New_Jersey,Female,55-64 ,570
New_Jersey,Female,65-74 ,1014
New_Jersey,Female,75-84 ,1737
New_Jersey,Female,85 _and_over,2997
New_Jersey,Female,All_Ages,6608
New_Jersey,Unknown,Under_1_year,0
New_Jersey,Unknown,0-17 ,0
New_Jersey,Unknown,1-4 ,0
New_Jersey,Unknown,5-14 ,0
New_Jersey,Unknown,15-24 ,0
New_Jersey,Unknown,18-29 ,0
New_Jersey,Unknown,25-34 ,0
New_Jersey,Unknown,30-49 ,0
New_Jersey,Unknown,35-44 ,0
New_Jersey,Unknown,45-54 ,0
New_Jersey,Unknown,50-64 ,0
New_Jersey,Unknown,55-64 ,0
New_Jersey,Unknown,65-74 ,
New_Jersey,Unknown,75-84 ,0
New_Jersey,Unknown,85 _and_over,0
New_Jersey,Unknown,All_Ages,
New_Jersey,All_Sexes,All_Ages,14138
New_Mexico,Male,Under_1_year,0
New_Mexico,Male,0-17 ,0
New_Mexico,Male,1-4 ,0
New_Mexico,Male,5-14 ,0
New_Mexico,Male,15-24 ,
New_Mexico,Male,18-29 ,
New_Mexico,Male,25-34 ,18
New_Mexico,Male,30-49 ,48
New_Mexico,Male,35-44 ,21
New_Mexico,Male,45-54 ,36
New_Mexico,Male,50-64 ,82
New_Mexico,Male,55-64 ,59
New_Mexico,Male,65-74 ,86
New_Mexico,Male,75-84 ,70
New_Mexico,Male,85 _and_over,82
New_Mexico,Male,All_Ages,373
New_Mexico,Female,Under_1_year,0
New_Mexico,Female,0-17 ,0
New_Mexico,Female,1-4 ,0
New_Mexico,Female,5-14 ,0
New_Mexico,Female,15-24 ,0
New_Mexico,Female,18-29 ,
New_Mexico,Female,25-34 ,
New_Mexico,Female,30-49 ,21
New_Mexico,Female,35-44 ,13
New_Mexico,Female,45-54 ,21
New_Mexico,Female,50-64 ,61
New_Mexico,Female,55-64 ,43
New_Mexico,Female,65-74 ,55
New_Mexico,Female,75-84 ,91
New_Mexico,Female,85 _and_over,118
New_Mexico,Female,All_Ages,347
New_Mexico,Unknown,Under_1_year,0
New_Mexico,Unknown,0-17 ,0
New_Mexico,Unknown,1-4 ,0
New_Mexico,Unknown,5-14 ,0
