State,Sex,Age_group,COVID-19_Deaths
New_Mexico,Unknown,15-24 ,0
New_Mexico,Unknown,18-29 ,0
New_Mexico,Unknown,25-34 ,0
New_Mexico,Unknown,30-49 ,0
New_Mexico,Unknown,35-44 ,0
New_Mexico,Unknown,45-54 ,0
New_Mexico,Unknown,50-64 ,0
New_Mexico,Unknown,55-64 ,0
New_Mexico,Unknown,65-74 ,0
New_Mexico,Unknown,75-84 ,0
New_Mexico,Unknown,85 _and_over,0
New_Mexico,Unknown,All_Ages,0
New_Mexico,All_Sexes,All_Ages,720
New_York,Male,Under_1_year,0
New_York,Male,0-17 ,
New_York,Male,1-4 ,0
New_York,Male,5-14 ,
New_York,Male,15-24 ,11
New_York,Male,18-29 ,28
New_York,Male,25-34 ,48
New_York,Male,30-49 ,302
New_York,Male,35-44 ,128
New_York,Male,45-54 ,374
New_York,Male,50-64 ,1146
New_York,Male,55-64 ,915
New_York,Male,65-74 ,1466
New_York,Male,75-84 ,1608
New_York,Male,85 _and_over,1529
New_York,Male,All_Ages,6081
New_York,Female,Under_1_year,0
New_York,Female,0-17 ,
New_York,Female,1-4 ,0
New_York,Female,5-14 ,0
New_York,Female,15-24 ,
New_York,Female,18-29 ,
New_York,Female,25-34 ,19
New_York,Female,30-49 ,114
New_York,Female,35-44 ,53
New_York,Female,45-54 ,132
New_York,Female,50-64 ,522
New_York,Female,55-64 ,440
New_York,Female,65-74 ,827
New_York,Female,75-84 ,1339
New_York,Female,85 _and_over,2618
New_York,Female,All_Ages,5430
New_York,Unknown,Under_1_year,0
New_York,Unknown,0-17 ,0
New_York,Unknown,1-4 ,0
New_York,Unknown,5-14 ,0
New_York,Unknown,15-24 ,0
New_York,Unknown,18-29 ,0
New_York,Unknown,25-34 ,0
New_York,Unknown,30-49 ,0
New_York,Unknown,35-44 ,0
New_York,Unknown,45-54 ,0
New_York,Unknown,50-64 ,0
New_York,Unknown,55-64 ,0
New_York,Unknown,65-74 ,0
New_York,Unknown,75-84 ,0
New_York,Unknown,85 _and_over,0
New_York,Unknown,All_Ages,0
New_York,All_Sexes,All_Ages,11511
New_York_City,Male,Under_1_year,
New_York_City,Male,0-17 ,
New_York_City,Male,1-4 ,
New_York_City,Male,5-14 ,
New_York_City,Male,15-24 ,23
New_York_City,Male,18-29 ,62
New_York_City,Male,25-34 ,112
New_York_City,Male,30-49 ,853
New_York_City,Male,35-44 ,399
New_York_City,Male,45-54 ,990
New_York_City,Male,50-64 ,2828
New_York_City,Male,55-64 ,2219
New_York_City,Male,65-74 ,3261
New_York_City,Male,75-84 ,3108
New_York_City,Male,85 _and_over,2105
New_York_City,Male,All_Ages,12224
New_York_City,Female,Under_1_year,
New_York_City,Female,0-17 ,
New_York_City,Female,1-4 ,
New_York_City,Female,5-14 ,
New_York_City,Female,15-24 ,10
New_York_City,Female,18-29 ,26
New_York_City,Female,25-34 ,55
New_York_City,Female,30-49 ,303
New_York_City,Female,35-44 ,116
New_York_City,Female,45-54 ,393
New_York_City,Female,50-64 ,1299
New_York_City,Female,55-64 ,1056
New_York_City,Female,65-74 ,1759
New_York_City,Female,75-84 ,2287
New_York_City,Female,85 _and_over,2733
New_York_City,Female,All_Ages,8412
New_York_City,Unknown,Under_1_year,0
New_York_City,Unknown,0-17 ,0
New_York_City,Unknown,1-4 ,0
New_York_City,Unknown,5-14 ,0
New_York_City,Unknown,15-24 ,0
New_York_City,Unknown,18-29 ,0
New_York_City,Unknown,25-34 ,0
New_York_City,Unknown,30-49 ,0
New_York_City,Unknown,35-44 ,0
New_York_City,Unknown,45-54 ,0
New_York_City,Unknown,50-64 ,0
New_York_City,Unknown,55-64 ,0
New_York_City,Unknown,65-74 ,0
New_York_City,Unknown,75-84 ,0
New_York_City,Unknown,85 _and_over,0
New_York_City,Unknown,All_Ages,0
New_York_City,All_Sexes,All_Ages,20636
North_Carolina,Male,Under_1_year,0
North_Carolina,Male,0-17 ,0
North_Carolina,Male,1-4 ,0
North_Carolina,Male,5-14 ,0
North_Carolina,Male,15-24 ,
North_Carolina,Male,18-29 ,
North_Carolina,Male,25-34 ,
North_Carolina,Male,30-49 ,66
North_Carolina,Male,35-44 ,30
North_Carolina,Male,45-54 ,78
North_Carolina,Male,50-64 ,195
North_Carolina,Male,55-64 ,148
North_Carolina,Male,65-74 ,226
North_Carolina,Male,75-84 ,279
North_Carolina,Male,85 _and_over,227
North_Carolina,Male,All_Ages,999
North_Carolina,Female,Under_1_year,0
North_Carolina,Female,0-17 ,0
North_Carolina,Female,1-4 ,0
North_Carolina,Female,5-14 ,0
North_Carolina,Female,15-24 ,0
North_Carolina,Female,18-29 ,
North_Carolina,Female,25-34 ,
North_Carolina,Female,30-49 ,28
North_Carolina,Female,35-44 ,11
North_Carolina,Female,45-54 ,41
North_Carolina,Female,50-64 ,100
North_Carolina,Female,55-64 ,72
North_Carolina,Female,65-74 ,172
North_Carolina,Female,75-84 ,238
North_Carolina,Female,85 _and_over,331
North_Carolina,Female,All_Ages,871
North_Carolina,Unknown,Under_1_year,0
North_Carolina,Unknown,0-17 ,0
North_Carolina,Unknown,1-4 ,0
North_Carolina,Unknown,5-14 ,0
North_Carolina,Unknown,15-24 ,0
North_Carolina,Unknown,18-29 ,0
North_Carolina,Unknown,25-34 ,0
North_Carolina,Unknown,30-49 ,0
North_Carolina,Unknown,35-44 ,0
North_Carolina,Unknown,45-54 ,0
North_Carolina,Unknown,50-64 ,0
North_Carolina,Unknown,55-64 ,0
North_Carolina,Unknown,65-74 ,0
North_Carolina,Unknown,75-84 ,0
North_Carolina,Unknown,85 _and_over,0
North_Carolina,Unknown,All_Ages,0
North_Carolina,All_Sexes,All_Ages,1870
North_Dakota,Male,Under_1_year,0
North_Dakota,Male,0-17 ,0
North_Dakota,Male,1-4 ,0
North_Dakota,Male,5-14 ,0
North_Dakota,Male,15-24 ,0
North_Dakota,Male,18-29 ,0
North_Dakota,Male,25-34 ,0
North_Dakota,Male,30-49 ,
North_Dakota,Male,35-44 ,
North_Dakota,Male,45-54 ,
North_Dakota,Male,50-64 ,16
North_Dakota,Male,55-64 ,14
North_Dakota,Male,65-74 ,14
North_Dakota,Male,75-84 ,17
North_Dakota,Male,85 _and_over,26
North_Dakota,Male,All_Ages,80
North_Dakota,Female,Under_1_year,0
North_Dakota,Female,0-17 ,0
North_Dakota,Female,1-4 ,0
North_Dakota,Female,5-14 ,0
North_Dakota,Female,15-24 ,0
North_Dakota,Female,18-29 ,0
North_Dakota,Female,25-34 ,0
North_Dakota,Female,30-49 ,0
North_Dakota,Female,35-44 ,0
North_Dakota,Female,45-54 ,
North_Dakota,Female,50-64 ,
North_Dakota,Female,55-64 ,
North_Dakota,Female,65-74 ,
North_Dakota,Female,75-84 ,22
North_Dakota,Female,85 _and_over,30
North_Dakota,Female,All_Ages,64
North_Dakota,Unknown,Under_1_year,0
North_Dakota,Unknown,0-17 ,0
North_Dakota,Unknown,1-4 ,0
North_Dakota,Unknown,5-14 ,0
North_Dakota,Unknown,15-24 ,0
North_Dakota,Unknown,18-29 ,0
North_Dakota,Unknown,25-34 ,0
North_Dakota,Unknown,30-49 ,0
North_Dakota,Unknown,35-44 ,0
North_Dakota,Unknown,45-54 ,0
North_Dakota,Unknown,50-64 ,0
North_Dakota,Unknown,55-64 ,0
North_Dakota,Unknown,65-74 ,0
North_Dakota,Unknown,75-84 ,0
North_Dakota,Unknown,85 _and_over,0
North_Dakota,Unknown,All_Ages,0
North_Dakota,All_Sexes,All_Ages,144
Ohio,Male,Under_1_year,0
Ohio,Male,0-17 ,0
Ohio,Male,1-4 ,0
Ohio,Male,5-14 ,0
Ohio,Male,15-24 ,
Ohio,Male,18-29 ,
Ohio,Male,25-34 ,
Ohio,Male,30-49 ,55
Ohio,Male,35-44 ,29
Ohio,Male,45-54 ,74
Ohio,Male,50-64 ,289
Ohio,Male,55-64 ,237
Ohio,Male,65-74 ,451
Ohio,Male,75-84 ,515
Ohio,Male,85 _and_over,503
Ohio,Male,All_Ages,1816
Ohio,Female,Under_1_year,0
Ohio,Female,0-17 ,
Ohio,Female,1-4 ,0
Ohio,Female,5-14 ,
Ohio,Female,15-24 ,
Ohio,Female,18-29 ,
Ohio,Female,25-34 ,
Ohio,Female,30-49 ,25
Ohio,Female,35-44 ,11
Ohio,Female,45-54 ,32
Ohio,Female,50-64 ,144
Ohio,Female,55-64 ,122
Ohio,Female,65-74 ,267
Ohio,Female,75-84 ,507
Ohio,Female,85 _and_over,786
Ohio,Female,All_Ages,1737
Ohio,Unknown,Under_1_year,0
Ohio,Unknown,0-17 ,0
Ohio,Unknown,1-4 ,0
Ohio,Unknown,5-14 ,0
Ohio,Unknown,15-24 ,0
Ohio,Unknown,18-29 ,0
Ohio,Unknown,25-34 ,0
Ohio,Unknown,30-49 ,0
Ohio,Unknown,35-44 ,0
Ohio,Unknown,45-54 ,0
Ohio,Unknown,50-64 ,0
Ohio,Unknown,55-64 ,0
Ohio,Unknown,65-74 ,0
Ohio,Unknown,75-84 ,0
Ohio,Unknown,85 _and_over,0
Ohio,Unknown,All_Ages,0
Ohio,All_Sexes,All_Ages,3553
Oklahoma,Male,Under_1_year,
Oklahoma,Male,0-17 ,
Oklahoma,Male,1-4 ,0
Oklahoma,Male,5-14 ,0
Oklahoma,Male,15-24 ,
Oklahoma,Male,18-29 ,
Oklahoma,Male,25-34 ,
Oklahoma,Male,30-49 ,14
Oklahoma,Male,35-44 ,
Oklahoma,Male,45-54 ,16
Oklahoma,Male,50-64 ,77
Oklahoma,Male,55-64 ,68
Oklahoma,Male,65-74 ,111
Oklahoma,Male,75-84 ,115
Oklahoma,Male,85 _and_over,107
Oklahoma,Male,All_Ages,427
Oklahoma,Female,Under_1_year,0
Oklahoma,Female,0-17 ,
Oklahoma,Female,1-4 ,0
Oklahoma,Female,5-14 ,
Oklahoma,Female,15-24 ,0
Oklahoma,Female,18-29 ,0
Oklahoma,Female,25-34 ,
Oklahoma,Female,30-49 ,11
Oklahoma,Female,35-44 ,
Oklahoma,Female,45-54 ,16
Oklahoma,Female,50-64 ,53
Oklahoma,Female,55-64 ,41
Oklahoma,Female,65-74 ,93
Oklahoma,Female,75-84 ,84
Oklahoma,Female,85 _and_over,111
Oklahoma,Female,All_Ages,353
Oklahoma,Unknown,Under_1_year,0
Oklahoma,Unknown,0-17 ,0
Oklahoma,Unknown,1-4 ,0
Oklahoma,Unknown,5-14 ,0
Oklahoma,Unknown,15-24 ,0
Oklahoma,Unknown,18-29 ,0
Oklahoma,Unknown,25-34 ,0
Oklahoma,Unknown,30-49 ,0
Oklahoma,Unknown,35-44 ,0
Oklahoma,Unknown,45-54 ,0
Oklahoma,Unknown,50-64 ,0
Oklahoma,Unknown,55-64 ,0
Oklahoma,Unknown,65-74 ,0
Oklahoma,Unknown,75-84 ,0
Oklahoma,Unknown,85 _and_over,0
Oklahoma,Unknown,All_Ages,0
Oklahoma,All_Sexes,All_Ages,780
Oregon,Male,Under_1_year,0
Oregon,Male,0-17 ,0
Oregon,Male,1-4 ,0
Oregon,Male,5-14 ,0
Oregon,Male,15-24 ,0
Oregon,Male,18-29 ,
Oregon,Male,25-34 ,
Oregon,Male,30-49 ,
Oregon,Male,35-44 ,
Oregon,Male,45-54 ,14
Oregon,Male,50-64 ,43
Oregon,Male,55-64 ,32
Oregon,Male,65-74 ,57
Oregon,Male,75-84 ,62
Oregon,Male,85 _and_over,61
Oregon,Male,All_Ages,231
Oregon,Female,Under_1_year,0
Oregon,Female,0-17 ,0
Oregon,Female,1-4 ,0
Oregon,Female,5-14 ,0
Oregon,Female,15-24 ,0
Oregon,Female,18-29 ,0
Oregon,Female,25-34 ,
Oregon,Female,30-49 ,
Oregon,Female,35-44 ,
Oregon,Female,45-54 ,
Oregon,Female,50-64 ,18
Oregon,Female,55-64 ,16
Oregon,Female,65-74 ,30
Oregon,Female,75-84 ,43
Oregon,Female,85 _and_over,81
Oregon,Female,All_Ages,177
Oregon,Unknown,Under_1_year,0
Oregon,Unknown,0-17 ,0
Oregon,Unknown,1-4 ,0
Oregon,Unknown,5-14 ,0
Oregon,Unknown,15-24 ,0
Oregon,Unknown,18-29 ,0
Oregon,Unknown,25-34 ,0
Oregon,Unknown,30-49 ,0
Oregon,Unknown,35-44 ,0
Oregon,Unknown,45-54 ,0
Oregon,Unknown,50-64 ,0
Oregon,Unknown,55-64 ,0
Oregon,Unknown,65-74 ,0
Oregon,Unknown,75-84 ,0
Oregon,Unknown,85 _and_over,0
Oregon,Unknown,All_Ages,0
Oregon,All_Sexes,All_Ages,408
Pennsylvania,Male,Under_1_year,0
Pennsylvania,Male,0-17 ,
Pennsylvania,Male,1-4 ,0
Pennsylvania,Male,5-14 ,0
Pennsylvania,Male,15-24 ,
Pennsylvania,Male,18-29 ,13
Pennsylvania,Male,25-34 ,20
Pennsylvania,Male,30-49 ,115
Pennsylvania,Male,35-44 ,42
Pennsylvania,Male,45-54 ,171
Pennsylvania,Male,50-64 ,560
Pennsylvania,Male,55-64 ,449
Pennsylvania,Male,65-74 ,834
Pennsylvania,Male,75-84 ,1075
Pennsylvania,Male,85 _and_over,1223
Pennsylvania,Male,All_Ages,3821
Pennsylvania,Female,Under_1_year,0
Pennsylvania,Female,0-17 ,0
Pennsylvania,Female,1-4 ,0
Pennsylvania,Female,5-14 ,0
Pennsylvania,Female,15-24 ,
Pennsylvania,Female,18-29 ,
Pennsylvania,Female,25-34 ,
Pennsylvania,Female,30-49 ,51
Pennsylvania,Female,35-44 ,19
Pennsylvania,Female,45-54 ,77
Pennsylvania,Female,50-64 ,308
Pennsylvania,Female,55-64 ,261
Pennsylvania,Female,65-74 ,581
Pennsylvania,Female,75-84 ,947
Pennsylvania,Female,85 _and_over,2140
Pennsylvania,Female,All_Ages,4031
Pennsylvania,Unknown,Under_1_year,0
Pennsylvania,Unknown,0-17 ,0
Pennsylvania,Unknown,1-4 ,0
Pennsylvania,Unknown,5-14 ,0
Pennsylvania,Unknown,15-24 ,0
Pennsylvania,Unknown,18-29 ,0
Pennsylvania,Unknown,25-34 ,0
Pennsylvania,Unknown,30-49 ,0
Pennsylvania,Unknown,35-44 ,0
Pennsylvania,Unknown,45-54 ,0
Pennsylvania,Unknown,50-64 ,0
Pennsylvania,Unknown,55-64 ,0
Pennsylvania,Unknown,65-74 ,0
Pennsylvania,Unknown,75-84 ,0
Pennsylvania,Unknown,85 _and_over,0
Pennsylvania,Unknown,All_Ages,0
Pennsylvania,All_Sexes,All_Ages,7852
Rhode_Island,Male,Under_1_year,0
Rhode_Island,Male,0-17 ,0
Rhode_Island,Male,1-4 ,0
Rhode_Island,Male,5-14 ,0
Rhode_Island,Male,15-24 ,0
Rhode_Island,Male,18-29 ,0
Rhode_Island,Male,25-34 ,
Rhode_Island,Male,30-49 ,14
Rhode_Island,Male,35-44 ,
Rhode_Island,Male,45-54 ,10
Rhode_Island,Male,50-64 ,57
Rhode_Island,Male,55-64 ,52
Rhode_Island,Male,65-74 ,105
Rhode_Island,Male,75-84 ,136
Rhode_Island,Male,85 _and_over,150
Rhode_Island,Male,All_Ages,462
Rhode_Island,Female,Under_1_year,0
Rhode_Island,Female,0-17 ,
Rhode_Island,Female,1-4 ,0
Rhode_Island,Female,5-14 ,
Rhode_Island,Female,15-24 ,0
Rhode_Island,Female,18-29 ,
Rhode_Island,Female,25-34 ,
Rhode_Island,Female,30-49 ,
Rhode_Island,Female,35-44 ,
Rhode_Island,Female,45-54 ,
Rhode_Island,Female,50-64 ,24
Rhode_Island,Female,55-64 ,21
Rhode_Island,Female,65-74 ,79
Rhode_Island,Female,75-84 ,125
Rhode_Island,Female,85 _and_over,311
Rhode_Island,Female,All_Ages,546
Rhode_Island,Unknown,Under_1_year,0
Rhode_Island,Unknown,0-17 ,0
Rhode_Island,Unknown,1-4 ,0
Rhode_Island,Unknown,5-14 ,0
Rhode_Island,Unknown,15-24 ,0
Rhode_Island,Unknown,18-29 ,0
Rhode_Island,Unknown,25-34 ,0
Rhode_Island,Unknown,30-49 ,0
Rhode_Island,Unknown,35-44 ,0
Rhode_Island,Unknown,45-54 ,0
Rhode_Island,Unknown,50-64 ,0
Rhode_Island,Unknown,55-64 ,0
Rhode_Island,Unknown,65-74 ,0
Rhode_Island,Unknown,75-84 ,0
Rhode_Island,Unknown,85 _and_over,0
Rhode_Island,Unknown,All_Ages,0
Rhode_Island,All_Sexes,All_Ages,1008
South_Carolina,Male,Under_1_year,
South_Carolina,Male,0-17 ,
South_Carolina,Male,1-4 ,0
South_Carolina,Male,5-14 ,0
South_Carolina,Male,15-24 ,
South_Carolina,Male,18-29 ,
South_Carolina,Male,25-34 ,
South_Carolina,Male,30-49 ,60
South_Carolina,Male,35-44 ,31
South_Carolina,Male,45-54 ,54
South_Carolina,Male,50-64 ,184
South_Carolina,Male,55-64 ,154
South_Carolina,Male,65-74 ,275
South_Carolina,Male,75-84 ,366
South_Carolina,Male,85 _and_over,238
South_Carolina,Male,All_Ages,1131
South_Carolina,Female,Under_1_year,0
South_Carolina,Female,0-17 ,0
South_Carolina,Female,1-4 ,0
South_Carolina,Female,5-14 ,0
South_Carolina,Female,15-24 ,
South_Carolina,Female,18-29 ,
South_Carolina,Female,25-34 ,
South_Carolina,Female,30-49 ,18
South_Carolina,Female,35-44 ,
South_Carolina,Female,45-54 ,36
South_Carolina,Female,50-64 ,160
South_Carolina,Female,55-64 ,135
South_Carolina,Female,65-74 ,259
South_Carolina,Female,75-84 ,293
South_Carolina,Female,85 _and_over,347
South_Carolina,Female,All_Ages,1081
South_Carolina,Unknown,Under_1_year,0
South_Carolina,Unknown,0-17 ,0
South_Carolina,Unknown,1-4 ,0
South_Carolina,Unknown,5-14 ,0
South_Carolina,Unknown,15-24 ,0
South_Carolina,Unknown,18-29 ,0
South_Carolina,Unknown,25-34 ,0
South_Carolina,Unknown,30-49 ,0
South_Carolina,Unknown,35-44 ,0
South_Carolina,Unknown,45-54 ,0
South_Carolina,Unknown,50-64 ,0
South_Carolina,Unknown,55-64 ,0
South_Carolina,Unknown,65-74 ,0
South_Carolina,Unknown,75-84 ,0
South_Carolina,Unknown,85 _and_over,0
South_Carolina,Unknown,All_Ages,0
South_Carolina,All_Sexes,All_Ages,2212
South_Dakota,Male,Under_1_year,0
South_Dakota,Male,0-17 ,0
South_Dakota,Male,1-4 ,0
South_Dakota,Male,5-14 ,0
South_Dakota,Male,15-24 ,0
South_Dakota,Male,18-29 ,
South_Dakota,Male,25-34 ,
South_Dakota,Male,30-49 ,13
South_Dakota,Male,35-44 ,
South_Dakota,Male,45-54 ,
South_Dakota,Male,50-64 ,23
South_Dakota,Male,55-64 ,19
South_Dakota,Male,65-74 ,16
South_Dakota,Male,75-84 ,16
South_Dakota,Male,85 _and_over,23
South_Dakota,Male,All_Ages,92
South_Dakota,Female,Under_1_year,0
South_Dakota,Female,0-17 ,0
South_Dakota,Female,1-4 ,0
South_Dakota,Female,5-14 ,0
South_Dakota,Female,15-24 ,
South_Dakota,Female,18-29 ,
South_Dakota,Female,25-34 ,0
South_Dakota,Female,30-49 ,
South_Dakota,Female,35-44 ,0
South_Dakota,Female,45-54 ,
South_Dakota,Female,50-64 ,14
South_Dakota,Female,55-64 ,11
South_Dakota,Female,65-74 ,16
South_Dakota,Female,75-84 ,12
South_Dakota,Female,85 _and_over,41
South_Dakota,Female,All_Ages,87
South_Dakota,Unknown,Under_1_year,0
South_Dakota,Unknown,0-17 ,0
South_Dakota,Unknown,1-4 ,0
South_Dakota,Unknown,5-14 ,0
South_Dakota,Unknown,15-24 ,0
South_Dakota,Unknown,18-29 ,0
South_Dakota,Unknown,25-34 ,0
South_Dakota,Unknown,30-49 ,0
South_Dakota,Unknown,35-44 ,0
South_Dakota,Unknown,45-54 ,0
South_Dakota,Unknown,50-64 ,0
South_Dakota,Unknown,55-64 ,0
South_Dakota,Unknown,65-74 ,0
South_Dakota,Unknown,75-84 ,0
South_Dakota,Unknown,85 _and_over,0
South_Dakota,Unknown,All_Ages,0
South_Dakota,All_Sexes,All_Ages,179
Tennessee,Male,Under_1_year,
Tennessee,Male,0-17 ,
Tennessee,Male,1-4 ,
Tennessee,Male,5-14 ,0
Tennessee,Male,15-24 ,
Tennessee,Male,18-29 ,
Tennessee,Male,25-34 ,
Tennessee,Male,30-49 ,56
Tennessee,Male,35-44 ,31
Tennessee,Male,45-54 ,54
Tennessee,Male,50-64 ,191
Tennessee,Male,55-64 ,156
Tennessee,Male,65-74 ,220
Tennessee,Male,75-84 ,276
Tennessee,Male,85 _and_over,153
Tennessee,Male,All_Ages,901
Tennessee,Female,Under_1_year,0
Tennessee,Female,0-17 ,
Tennessee,Female,1-4 ,
Tennessee,Female,5-14 ,0
Tennessee,Female,15-24 ,
Tennessee,Female,18-29 ,
Tennessee,Female,25-34 ,
Tennessee,Female,30-49 ,38
Tennessee,Female,35-44 ,18
Tennessee,Female,45-54 ,34
Tennessee,Female,50-64 ,100
Tennessee,Female,55-64 ,84
Tennessee,Female,65-74 ,149
Tennessee,Female,75-84 ,181
Tennessee,Female,85 _and_over,189
Tennessee,Female,All_Ages,663
Tennessee,Unknown,Under_1_year,0
Tennessee,Unknown,0-17 ,0
Tennessee,Unknown,1-4 ,0
Tennessee,Unknown,5-14 ,0
Tennessee,Unknown,15-24 ,0
Tennessee,Unknown,18-29 ,0
Tennessee,Unknown,25-34 ,0
Tennessee,Unknown,30-49 ,0
Tennessee,Unknown,35-44 ,0
Tennessee,Unknown,45-54 ,0
Tennessee,Unknown,50-64 ,0
Tennessee,Unknown,55-64 ,0
Tennessee,Unknown,65-74 ,0
Tennessee,Unknown,75-84 ,0
Tennessee,Unknown,85 _and_over,0
Tennessee,Unknown,All_Ages,0
Tennessee,All_Sexes,All_Ages,1564
Texas,Male,Under_1_year,
Texas,Male,0-17 ,11
Texas,Male,1-4 ,
Texas,Male,5-14 ,
Texas,Male,15-24 ,18
Texas,Male,18-29 ,57
Texas,Male,25-34 ,112
Texas,Male,30-49 ,594
Texas,Male,35-44 ,265
Texas,Male,45-54 ,648
Texas,Male,50-64 ,1671
Texas,Male,55-64 ,1282
Texas,Male,65-74 ,1821
Texas,Male,75-84 ,1722
Texas,Male,85 _and_over,1138
Texas,Male,All_Ages,7014
Texas,Female,Under_1_year,0
Texas,Female,0-17 ,
Texas,Female,1-4 ,
Texas,Female,5-14 ,
Texas,Female,15-24 ,15
Texas,Female,18-29 ,27
Texas,Female,25-34 ,45
Texas,Female,30-49 ,274
Texas,Female,35-44 ,130
Texas,Female,45-54 ,313
Texas,Female,50-64 ,887
Texas,Female,55-64 ,689
Texas,Female,65-74 ,1114
Texas,Female,75-84 ,1199
Texas,Female,85 _and_over,1406
Texas,Female,All_Ages,4914
Texas,Unknown,Under_1_year,0
Texas,Unknown,0-17 ,0
Texas,Unknown,1-4 ,0
Texas,Unknown,5-14 ,0
Texas,Unknown,15-24 ,0
Texas,Unknown,18-29 ,0
Texas,Unknown,25-34 ,0
Texas,Unknown,30-49 ,0
Texas,Unknown,35-44 ,0
Texas,Unknown,45-54 ,0
Texas,Unknown,50-64 ,0
Texas,Unknown,55-64 ,0
Texas,Unknown,65-74 ,0
Texas,Unknown,75-84 ,0
Texas,Unknown,85 _and_over,0
Texas,Unknown,All_Ages,0
Texas,All_Sexes,All_Ages,11928
Utah,Male,Under_1_year,0
Utah,Male,0-17 ,0
Utah,Male,1-4 ,0
Utah,Male,5-14 ,0
Utah,Male,15-24 ,
Utah,Male,18-29 ,
Utah,Male,25-34 ,
Utah,Male,30-49 ,17
Utah,Male,35-44 ,
Utah,Male,45-54 ,19
Utah,Male,50-64 ,61
Utah,Male,55-64 ,48
Utah,Male,65-74 ,58
Utah,Male,75-84 ,64
Utah,Male,85 _and_over,43
Utah,Male,All_Ages,246
Utah,Female,Under_1_year,0
Utah,Female,0-17 ,0
Utah,Female,1-4 ,0
Utah,Female,5-14 ,0
Utah,Female,15-24 ,
Utah,Female,18-29 ,
Utah,Female,25-34 ,
Utah,Female,30-49 ,
Utah,Female,35-44 ,
Utah,Female,45-54 ,
Utah,Female,50-64 ,23
Utah,Female,55-64 ,17
Utah,Female,65-74 ,34
Utah,Female,75-84 ,42
Utah,Female,85 _and_over,53
Utah,Female,All_Ages,161
Utah,Unknown,Under_1_year,0
Utah,Unknown,0-17 ,0
Utah,Unknown,1-4 ,0
Utah,Unknown,5-14 ,0
Utah,Unknown,15-24 ,0
Utah,Unknown,18-29 ,0
Utah,Unknown,25-34 ,0
Utah,Unknown,30-49 ,0
Utah,Unknown,35-44 ,0
Utah,Unknown,45-54 ,0
Utah,Unknown,50-64 ,0
Utah,Unknown,55-64 ,0
Utah,Unknown,65-74 ,0
Utah,Unknown,75-84 ,0
Utah,Unknown,85 _and_over,0
Utah,Unknown,All_Ages,0
Utah,All_Sexes,All_Ages,407
Vermont,Male,Under_1_year,0
Vermont,Male,0-17 ,0
Vermont,Male,1-4 ,0
Vermont,Male,5-14 ,0
Vermont,Male,15-24 ,0
Vermont,Male,18-29 ,0
Vermont,Male,25-34 ,0
Vermont,Male,30-49 ,
Vermont,Male,35-44 ,
Vermont,Male,45-54 ,
Vermont,Male,50-64 ,
Vermont,Male,55-64 ,
Vermont,Male,65-74 ,
Vermont,Male,75-84 ,16
Vermont,Male,85 _and_over,
Vermont,Male,All_Ages,35
Vermont,Female,Under_1_year,0
Vermont,Female,0-17 ,0
Vermont,Female,1-4 ,0
Vermont,Female,5-14 ,0
Vermont,Female,15-24 ,0
Vermont,Female,18-29 ,0
Vermont,Female,25-34 ,0
Vermont,Female,30-49 ,
Vermont,Female,35-44 ,
Vermont,Female,45-54 ,
Vermont,Female,50-64 ,0
Vermont,Female,55-64 ,0
Vermont,Female,65-74 ,
Vermont,Female,75-84 ,
Vermont,Female,85 _and_over,10
Vermont,Female,All_Ages,24
Vermont,Unknown,Under_1_year,0
Vermont,Unknown,0-17 ,0
Vermont,Unknown,1-4 ,0
Vermont,Unknown,5-14 ,0
Vermont,Unknown,15-24 ,0
Vermont,Unknown,18-29 ,0
Vermont,Unknown,25-34 ,0
Vermont,Unknown,30-49 ,0
Vermont,Unknown,35-44 ,0
Vermont,Unknown,45-54 ,0
Vermont,Unknown,50-64 ,0
Vermont,Unknown,55-64 ,0
Vermont,Unknown,65-74 ,0
Vermont,Unknown,75-84 ,0
Vermont,Unknown,85 _and_over,0
Vermont,Unknown,All_Ages,0
Vermont,All_Sexes,All_Ages,59
Virginia,Male,Under_1_year,0
Virginia,Male,0-17 ,0
Virginia,Male,1-4 ,0
Virginia,Male,5-14 ,0
Virginia,Male,15-24 ,
Virginia,Male,18-29 ,
Virginia,Male,25-34 ,
Virginia,Male,30-49 ,64
Virginia,Male,35-44 ,24
Virginia,Male,45-54 ,74
Virginia,Male,50-64 ,229
Virginia,Male,55-64 ,192
Virginia,Male,65-74 ,302
Virginia,Male,75-84 ,380
Virginia,Male,85 _and_over,335
Virginia,Male,All_Ages,1314
Virginia,Female,Under_1_year,0
Virginia,Female,0-17 ,0
Virginia,Female,1-4 ,0
Virginia,Female,5-14 ,0
Virginia,Female,15-24 ,0
Virginia,Female,18-29 ,
Virginia,Female,25-34 ,
Virginia,Female,30-49 ,36
Virginia,Female,35-44 ,19
Virginia,Female,45-54 ,40
Virginia,Female,50-64 ,125
Virginia,Female,55-64 ,99
Virginia,Female,65-74 ,219
Virginia,Female,75-84 ,335
Virginia,Female,85 _and_over,577
Virginia,Female,All_Ages,1293
Virginia,Unknown,Under_1_year,0
Virginia,Unknown,0-17 ,0
Virginia,Unknown,1-4 ,0
Virginia,Unknown,5-14 ,0
Virginia,Unknown,15-24 ,0
Virginia,Unknown,18-29 ,0
Virginia,Unknown,25-34 ,0
Virginia,Unknown,30-49 ,0
