State,Sex,Age_group,COVID-19_Deaths
Kansas,Unknown,50-64_years,0
Kansas,Unknown,55-64_years,0
Kansas,Unknown,65-74_years,0
Kansas,Unknown,75-84_years,0
Kansas,Unknown,85_years_and_over,0
Kentucky,Male,Under_1_year,0
Kentucky,Male,0-17_years,0
Kentucky,Male,1-4_years,0
Kentucky,Male,5-14_years,0
Kentucky,Male,15-24_years,0
Kentucky,Male,18-29_years,0
Kentucky,Male,25-34_years,
Kentucky,Male,30-49_years,25
Kentucky,Male,35-44_years,15
Kentucky,Male,45-54_years,23
Kentucky,Male,50-64_years,75
Kentucky,Male,55-64_years,60
Kentucky,Male,65-74_years,142
Kentucky,Male,75-84_years,111
Kentucky,Male,85_years_and_over,94
Kentucky,Female,Under_1_year,0
Kentucky,Female,0-17_years,0
Kentucky,Female,1-4_years,0
Kentucky,Female,5-14_years,0
Kentucky,Female,15-24_years,0
Kentucky,Female,18-29_years,0
Kentucky,Female,25-34_years,
Kentucky,Female,30-49_years,
Kentucky,Female,35-44_years,
Kentucky,Female,45-54_years,15
Kentucky,Female,50-64_years,60
Kentucky,Female,55-64_years,50
Kentucky,Female,65-74_years,87
Kentucky,Female,75-84_years,137
Kentucky,Female,85_years_and_over,235
Kentucky,Unknown,Under_1_year,0
Kentucky,Unknown,0-17_years,0
Kentucky,Unknown,1-4_years,0
Kentucky,Unknown,5-14_years,0
Kentucky,Unknown,15-24_years,0
Kentucky,Unknown,18-29_years,0
Kentucky,Unknown,25-34_years,0
Kentucky,Unknown,30-49_years,0
Kentucky,Unknown,35-44_years,0
Kentucky,Unknown,45-54_years,0
Kentucky,Unknown,50-64_years,0
Kentucky,Unknown,55-64_years,0
Kentucky,Unknown,65-74_years,0
Kentucky,Unknown,75-84_years,0
Kentucky,Unknown,85_years_and_over,0
Louisiana,Male,Under_1_year,0
Louisiana,Male,0-17_years,
Louisiana,Male,1-4_years,
Louisiana,Male,5-14_years,
Louisiana,Male,15-24_years,
Louisiana,Male,18-29_years,10
Louisiana,Male,25-34_years,17
Louisiana,Male,30-49_years,124
Louisiana,Male,35-44_years,52
Louisiana,Male,45-54_years,142
Louisiana,Male,50-64_years,416
Louisiana,Male,55-64_years,333
Louisiana,Male,65-74_years,564
Louisiana,Male,75-84_years,668
Louisiana,Male,85_years_and_over,468
Louisiana,Female,Under_1_year,
Louisiana,Female,0-17_years,
Louisiana,Female,1-4_years,0
Louisiana,Female,5-14_years,0
Louisiana,Female,15-24_years,
Louisiana,Female,18-29_years,10
Louisiana,Female,25-34_years,16
Louisiana,Female,30-49_years,86
Louisiana,Female,35-44_years,43
Louisiana,Female,45-54_years,92
Louisiana,Female,50-64_years,305
Louisiana,Female,55-64_years,247
Louisiana,Female,65-74_years,378
Louisiana,Female,75-84_years,588
Louisiana,Female,85_years_and_over,649
Louisiana,Unknown,Under_1_year,0
Louisiana,Unknown,0-17_years,0
Louisiana,Unknown,1-4_years,0
Louisiana,Unknown,5-14_years,0
Louisiana,Unknown,15-24_years,0
Louisiana,Unknown,18-29_years,0
Louisiana,Unknown,25-34_years,0
Louisiana,Unknown,30-49_years,0
Louisiana,Unknown,35-44_years,0
Louisiana,Unknown,45-54_years,0
Louisiana,Unknown,50-64_years,0
Louisiana,Unknown,55-64_years,0
Louisiana,Unknown,65-74_years,0
Louisiana,Unknown,75-84_years,0
Louisiana,Unknown,85_years_and_over,0
Maine,Male,Under_1_year,0
Maine,Male,0-17_years,0
Maine,Male,1-4_years,0
Maine,Male,5-14_years,0
Maine,Male,15-24_years,0
Maine,Male,18-29_years,0
Maine,Male,25-34_years,0
Maine,Male,30-49_years,
Maine,Male,35-44_years,
Maine,Male,45-54_years,
Maine,Male,50-64_years,
Maine,Male,55-64_years,
Maine,Male,65-74_years,18
Maine,Male,75-84_years,20
Maine,Male,85_years_and_over,20
Maine,Female,Under_1_year,0
Maine,Female,0-17_years,0
Maine,Female,1-4_years,0
Maine,Female,5-14_years,0
Maine,Female,15-24_years,0
Maine,Female,18-29_years,0
Maine,Female,25-34_years,0
Maine,Female,30-49_years,
Maine,Female,35-44_years,
Maine,Female,45-54_years,
Maine,Female,50-64_years,
Maine,Female,55-64_years,
Maine,Female,65-74_years,
Maine,Female,75-84_years,24
Maine,Female,85_years_and_over,41
Maine,Unknown,Under_1_year,0
Maine,Unknown,0-17_years,0
Maine,Unknown,1-4_years,0
Maine,Unknown,5-14_years,0
Maine,Unknown,15-24_years,0
Maine,Unknown,18-29_years,0
Maine,Unknown,25-34_years,0
Maine,Unknown,30-49_years,0
Maine,Unknown,35-44_years,0
Maine,Unknown,45-54_years,0
Maine,Unknown,50-64_years,0
Maine,Unknown,55-64_years,0
Maine,Unknown,65-74_years,0
Maine,Unknown,75-84_years,0
Maine,Unknown,85_years_and_over,0
Maryland,Male,Under_1_year,0
Maryland,Male,0-17_years,0
Maryland,Male,1-4_years,0
Maryland,Male,5-14_years,0
Maryland,Male,15-24_years,
Maryland,Male,18-29_years,18
Maryland,Male,25-34_years,31
Maryland,Male,30-49_years,136
Maryland,Male,35-44_years,66
Maryland,Male,45-54_years,133
Maryland,Male,50-64_years,397
Maryland,Male,55-64_years,317
Maryland,Male,65-74_years,446
Maryland,Male,75-84_years,585
Maryland,Male,85_years_and_over,489
Maryland,Female,Under_1_year,0
Maryland,Female,0-17_years,
Maryland,Female,1-4_years,0
Maryland,Female,5-14_years,0
Maryland,Female,15-24_years,
Maryland,Female,18-29_years,
Maryland,Female,25-34_years,
Maryland,Female,30-49_years,51
Maryland,Female,35-44_years,23
Maryland,Female,45-54_years,75
Maryland,Female,50-64_years,233
Maryland,Female,55-64_years,181
Maryland,Female,65-74_years,352
Maryland,Female,75-84_years,528
Maryland,Female,85_years_and_over,821
Maryland,Unknown,Under_1_year,0
Maryland,Unknown,0-17_years,0
Maryland,Unknown,1-4_years,0
Maryland,Unknown,5-14_years,0
Maryland,Unknown,15-24_years,0
Maryland,Unknown,18-29_years,0
Maryland,Unknown,25-34_years,0
Maryland,Unknown,30-49_years,0
Maryland,Unknown,35-44_years,0
Maryland,Unknown,45-54_years,0
Maryland,Unknown,50-64_years,0
Maryland,Unknown,55-64_years,0
Maryland,Unknown,65-74_years,0
Maryland,Unknown,75-84_years,0
Maryland,Unknown,85_years_and_over,0
Massachusetts,Male,Under_1_year,0
Massachusetts,Male,0-17_years,0
Massachusetts,Male,1-4_years,0
Massachusetts,Male,5-14_years,0
Massachusetts,Male,15-24_years,
Massachusetts,Male,18-29_years,
Massachusetts,Male,25-34_years,12
Massachusetts,Male,30-49_years,79
Massachusetts,Male,35-44_years,34
Massachusetts,Male,45-54_years,98
Massachusetts,Male,50-64_years,403
Massachusetts,Male,55-64_years,340
Massachusetts,Male,65-74_years,724
Massachusetts,Male,75-84_years,1135
Massachusetts,Male,85_years_and_over,1370
Massachusetts,Female,Under_1_year,0
Massachusetts,Female,0-17_years,0
Massachusetts,Female,1-4_years,0
Massachusetts,Female,5-14_years,0
Massachusetts,Female,15-24_years,
Massachusetts,Female,18-29_years,
Massachusetts,Female,25-34_years,
Massachusetts,Female,30-49_years,36
Massachusetts,Female,35-44_years,14
Massachusetts,Female,45-54_years,65
Massachusetts,Female,50-64_years,246
Massachusetts,Female,55-64_years,199
Massachusetts,Female,65-74_years,494
Massachusetts,Female,75-84_years,1052
Massachusetts,Female,85_years_and_over,2426
Massachusetts,Unknown,Under_1_year,0
Massachusetts,Unknown,0-17_years,0
Massachusetts,Unknown,1-4_years,0
Massachusetts,Unknown,5-14_years,0
Massachusetts,Unknown,15-24_years,0
Massachusetts,Unknown,18-29_years,0
Massachusetts,Unknown,25-34_years,0
Massachusetts,Unknown,30-49_years,0
Massachusetts,Unknown,35-44_years,0
Massachusetts,Unknown,45-54_years,0
Massachusetts,Unknown,50-64_years,0
Massachusetts,Unknown,55-64_years,0
Massachusetts,Unknown,65-74_years,0
Massachusetts,Unknown,75-84_years,0
Massachusetts,Unknown,85_years_and_over,0
Michigan,Male,Under_1_year,0
Michigan,Male,0-17_years,0
Michigan,Male,1-4_years,0
Michigan,Male,5-14_years,0
Michigan,Male,15-24_years,
Michigan,Male,18-29_years,13
Michigan,Male,25-34_years,28
Michigan,Male,30-49_years,168
Michigan,Male,35-44_years,60
Michigan,Male,45-54_years,221
Michigan,Male,50-64_years,583
Michigan,Male,55-64_years,452
Michigan,Male,65-74_years,839
Michigan,Male,75-84_years,873
Michigan,Male,85_years_and_over,681
Michigan,Female,Under_1_year,0
Michigan,Female,0-17_years,
Michigan,Female,1-4_years,0
Michigan,Female,5-14_years,
Michigan,Female,15-24_years,
Michigan,Female,18-29_years,11
Michigan,Female,25-34_years,13
Michigan,Female,30-49_years,94
Michigan,Female,35-44_years,35
Michigan,Female,45-54_years,120
Michigan,Female,50-64_years,350
Michigan,Female,55-64_years,283
Michigan,Female,65-74_years,600
Michigan,Female,75-84_years,717
Michigan,Female,85_years_and_over,1100
Michigan,Unknown,Under_1_year,0
Michigan,Unknown,0-17_years,0
Michigan,Unknown,1-4_years,0
Michigan,Unknown,5-14_years,0
Michigan,Unknown,15-24_years,0
Michigan,Unknown,18-29_years,0
Michigan,Unknown,25-34_years,0
Michigan,Unknown,30-49_years,0
Michigan,Unknown,35-44_years,0
Michigan,Unknown,45-54_years,0
Michigan,Unknown,50-64_years,0
Michigan,Unknown,55-64_years,0
Michigan,Unknown,65-74_years,0
Michigan,Unknown,75-84_years,0
Michigan,Unknown,85_years_and_over,
Minnesota,Male,Under_1_year,0
Minnesota,Male,0-17_years,0
Minnesota,Male,1-4_years,0
Minnesota,Male,5-14_years,0
Minnesota,Male,15-24_years,
Minnesota,Male,18-29_years,
Minnesota,Male,25-34_years,
Minnesota,Male,30-49_years,23
Minnesota,Male,35-44_years,11
Minnesota,Male,45-54_years,32
Minnesota,Male,50-64_years,119
Minnesota,Male,55-64_years,96
Minnesota,Male,65-74_years,172
Minnesota,Male,75-84_years,255
Minnesota,Male,85_years_and_over,302
Minnesota,Female,Under_1_year,
Minnesota,Female,0-17_years,
Minnesota,Female,1-4_years,0
Minnesota,Female,5-14_years,0
Minnesota,Female,15-24_years,0
Minnesota,Female,18-29_years,
Minnesota,Female,25-34_years,
Minnesota,Female,30-49_years,13
Minnesota,Female,35-44_years,
Minnesota,Female,45-54_years,17
Minnesota,Female,50-64_years,59
Minnesota,Female,55-64_years,47
Minnesota,Female,65-74_years,139
Minnesota,Female,75-84_years,228
Minnesota,Female,85_years_and_over,479
Minnesota,Unknown,Under_1_year,0
Minnesota,Unknown,0-17_years,0
Minnesota,Unknown,1-4_years,0
Minnesota,Unknown,5-14_years,0
Minnesota,Unknown,15-24_years,0
Minnesota,Unknown,18-29_years,0
Minnesota,Unknown,25-34_years,0
Minnesota,Unknown,30-49_years,0
Minnesota,Unknown,35-44_years,0
Minnesota,Unknown,45-54_years,0
Minnesota,Unknown,50-64_years,0
Minnesota,Unknown,55-64_years,0
Minnesota,Unknown,65-74_years,0
Minnesota,Unknown,75-84_years,0
Minnesota,Unknown,85_years_and_over,0
Mississippi,Male,Under_1_year,0
Mississippi,Male,0-17_years,0
Mississippi,Male,1-4_years,0
Mississippi,Male,5-14_years,0
Mississippi,Male,15-24_years,
Mississippi,Male,18-29_years,
Mississippi,Male,25-34_years,13
Mississippi,Male,30-49_years,75
Mississippi,Male,35-44_years,32
Mississippi,Male,45-54_years,73
Mississippi,Male,50-64_years,215
Mississippi,Male,55-64_years,175
Mississippi,Male,65-74_years,321
Mississippi,Male,75-84_years,334
Mississippi,Male,85_years_and_over,208
Mississippi,Female,Under_1_year,0
Mississippi,Female,0-17_years,0
Mississippi,Female,1-4_years,0
Mississippi,Female,5-14_years,0
Mississippi,Female,15-24_years,
Mississippi,Female,18-29_years,
Mississippi,Female,25-34_years,11
Mississippi,Female,30-49_years,66
Mississippi,Female,35-44_years,26
Mississippi,Female,45-54_years,80
Mississippi,Female,50-64_years,217
Mississippi,Female,55-64_years,171
Mississippi,Female,65-74_years,242
Mississippi,Female,75-84_years,286
Mississippi,Female,85_years_and_over,350
Mississippi,Unknown,Under_1_year,0
Mississippi,Unknown,0-17_years,0
Mississippi,Unknown,1-4_years,0
Mississippi,Unknown,5-14_years,0
Mississippi,Unknown,15-24_years,0
Mississippi,Unknown,18-29_years,0
Mississippi,Unknown,25-34_years,0
Mississippi,Unknown,30-49_years,0
Mississippi,Unknown,35-44_years,0
Mississippi,Unknown,45-54_years,0
Mississippi,Unknown,50-64_years,0
Mississippi,Unknown,55-64_years,0
Mississippi,Unknown,65-74_years,0
Mississippi,Unknown,75-84_years,
Mississippi,Unknown,85_years_and_over,0
Missouri,Male,Under_1_year,0
Missouri,Male,0-17_years,0
Missouri,Male,1-4_years,0
Missouri,Male,5-14_years,0
Missouri,Male,15-24_years,
Missouri,Male,18-29_years,
Missouri,Male,25-34_years,
Missouri,Male,30-49_years,20
Missouri,Male,35-44_years,
Missouri,Male,45-54_years,38
Missouri,Male,50-64_years,127
Missouri,Male,55-64_years,100
Missouri,Male,65-74_years,194
Missouri,Male,75-84_years,232
Missouri,Male,85_years_and_over,204
Missouri,Female,Under_1_year,0
Missouri,Female,0-17_years,0
Missouri,Female,1-4_years,0
Missouri,Female,5-14_years,0
Missouri,Female,15-24_years,
Missouri,Female,18-29_years,
Missouri,Female,25-34_years,
Missouri,Female,30-49_years,16
Missouri,Female,35-44_years,
Missouri,Female,45-54_years,20
Missouri,Female,50-64_years,77
Missouri,Female,55-64_years,63
Missouri,Female,65-74_years,133
Missouri,Female,75-84_years,188
Missouri,Female,85_years_and_over,376
Missouri,Unknown,Under_1_year,0
Missouri,Unknown,0-17_years,0
Missouri,Unknown,1-4_years,0
Missouri,Unknown,5-14_years,0
Missouri,Unknown,15-24_years,0
Missouri,Unknown,18-29_years,0
Missouri,Unknown,25-34_years,0
Missouri,Unknown,30-49_years,0
Missouri,Unknown,35-44_years,0
Missouri,Unknown,45-54_years,0
Missouri,Unknown,50-64_years,0
Missouri,Unknown,55-64_years,0
Missouri,Unknown,65-74_years,0
Missouri,Unknown,75-84_years,0
Missouri,Unknown,85_years_and_over,0
Montana,Male,Under_1_year,0
Montana,Male,0-17_years,0
Montana,Male,1-4_years,0
Montana,Male,5-14_years,0
Montana,Male,15-24_years,0
Montana,Male,18-29_years,0
Montana,Male,25-34_years,0
Montana,Male,30-49_years,
Montana,Male,35-44_years,
Montana,Male,45-54_years,
Montana,Male,50-64_years,
Montana,Male,55-64_years,
Montana,Male,65-74_years,14
Montana,Male,75-84_years,15
Montana,Male,85_years_and_over,11
Montana,Female,Under_1_year,0
Montana,Female,0-17_years,0
Montana,Female,1-4_years,0
Montana,Female,5-14_years,0
Montana,Female,15-24_years,0
Montana,Female,18-29_years,0
Montana,Female,25-34_years,
Montana,Female,30-49_years,
Montana,Female,35-44_years,0
Montana,Female,45-54_years,
Montana,Female,50-64_years,
Montana,Female,55-64_years,
Montana,Female,65-74_years,
Montana,Female,75-84_years,14
Montana,Female,85_years_and_over,18
Montana,Unknown,Under_1_year,0
Montana,Unknown,0-17_years,0
Montana,Unknown,1-4_years,0
Montana,Unknown,5-14_years,0
Montana,Unknown,15-24_years,0
Montana,Unknown,18-29_years,0
Montana,Unknown,25-34_years,0
Montana,Unknown,30-49_years,0
Montana,Unknown,35-44_years,0
Montana,Unknown,45-54_years,0
Montana,Unknown,50-64_years,0
Montana,Unknown,55-64_years,0
Montana,Unknown,65-74_years,0
Montana,Unknown,75-84_years,0
Montana,Unknown,85_years_and_over,0
Nebraska,Male,Under_1_year,0
Nebraska,Male,0-17_years,0
Nebraska,Male,1-4_years,0
Nebraska,Male,5-14_years,0
Nebraska,Male,15-24_years,0
Nebraska,Male,18-29_years,
Nebraska,Male,25-34_years,
Nebraska,Male,30-49_years,13
Nebraska,Male,35-44_years,
Nebraska,Male,45-54_years,15
Nebraska,Male,50-64_years,42
Nebraska,Male,55-64_years,32
Nebraska,Male,65-74_years,57
Nebraska,Male,75-84_years,55
Nebraska,Male,85_years_and_over,41
Nebraska,Female,Under_1_year,0
Nebraska,Female,0-17_years,0
Nebraska,Female,1-4_years,0
Nebraska,Female,5-14_years,0
Nebraska,Female,15-24_years,0
Nebraska,Female,18-29_years,0
Nebraska,Female,25-34_years,
Nebraska,Female,30-49_years,
Nebraska,Female,35-44_years,
Nebraska,Female,45-54_years,
Nebraska,Female,50-64_years,28
Nebraska,Female,55-64_years,22
Nebraska,Female,65-74_years,27
Nebraska,Female,75-84_years,45
Nebraska,Female,85_years_and_over,71
Nebraska,Unknown,Under_1_year,0
Nebraska,Unknown,0-17_years,0
Nebraska,Unknown,1-4_years,0
Nebraska,Unknown,5-14_years,0
Nebraska,Unknown,15-24_years,0
Nebraska,Unknown,18-29_years,0
Nebraska,Unknown,25-34_years,0
Nebraska,Unknown,30-49_years,0
Nebraska,Unknown,35-44_years,0
Nebraska,Unknown,45-54_years,0
Nebraska,Unknown,50-64_years,0
Nebraska,Unknown,55-64_years,0
Nebraska,Unknown,65-74_years,0
Nebraska,Unknown,75-84_years,0
Nebraska,Unknown,85_years_and_over,0
Nevada,Male,Under_1_year,0
Nevada,Male,0-17_years,
Nevada,Male,1-4_years,0
Nevada,Male,5-14_years,
Nevada,Male,15-24_years,
Nevada,Male,18-29_years,
Nevada,Male,25-34_years,
Nevada,Male,30-49_years,51
Nevada,Male,35-44_years,22
Nevada,Male,45-54_years,77
Nevada,Male,50-64_years,155
Nevada,Male,55-64_years,106
Nevada,Male,65-74_years,201
Nevada,Male,75-84_years,222
Nevada,Male,85_years_and_over,116
Nevada,Female,Under_1_year,0
Nevada,Female,0-17_years,0
Nevada,Female,1-4_years,0
Nevada,Female,5-14_years,0
Nevada,Female,15-24_years,0
Nevada,Female,18-29_years,
Nevada,Female,25-34_years,
Nevada,Female,30-49_years,19
Nevada,Female,35-44_years,
Nevada,Female,45-54_years,25
Nevada,Female,50-64_years,75
Nevada,Female,55-64_years,59
Nevada,Female,65-74_years,118
Nevada,Female,75-84_years,139
Nevada,Female,85_years_and_over,108
Nevada,Unknown,Under_1_year,0
Nevada,Unknown,0-17_years,0
Nevada,Unknown,1-4_years,0
Nevada,Unknown,5-14_years,0
Nevada,Unknown,15-24_years,0
Nevada,Unknown,18-29_years,0
Nevada,Unknown,25-34_years,0
Nevada,Unknown,30-49_years,0
Nevada,Unknown,35-44_years,0
Nevada,Unknown,45-54_years,0
Nevada,Unknown,50-64_years,0
Nevada,Unknown,55-64_years,0
Nevada,Unknown,65-74_years,0
Nevada,Unknown,75-84_years,0
Nevada,Unknown,85_years_and_over,0
New_Hampshire,Male,Under_1_year,0
New_Hampshire,Male,0-17_years,0
New_Hampshire,Male,1-4_years,0
New_Hampshire,Male,5-14_years,0
New_Hampshire,Male,15-24_years,
New_Hampshire,Male,18-29_years,
New_Hampshire,Male,25-34_years,0
New_Hampshire,Male,30-49_years,
New_Hampshire,Male,35-44_years,
New_Hampshire,Male,45-54_years,
New_Hampshire,Male,50-64_years,19
New_Hampshire,Male,55-64_years,14
New_Hampshire,Male,65-74_years,34
New_Hampshire,Male,75-84_years,63
New_Hampshire,Male,85_years_and_over,81
New_Hampshire,Female,Under_1_year,0
New_Hampshire,Female,0-17_years,0
New_Hampshire,Female,1-4_years,0
New_Hampshire,Female,5-14_years,0
New_Hampshire,Female,15-24_years,0
New_Hampshire,Female,18-29_years,0
New_Hampshire,Female,25-34_years,0
New_Hampshire,Female,30-49_years,0
New_Hampshire,Female,35-44_years,0
New_Hampshire,Female,45-54_years,
New_Hampshire,Female,50-64_years,
New_Hampshire,Female,55-64_years,
New_Hampshire,Female,65-74_years,26
New_Hampshire,Female,75-84_years,54
New_Hampshire,Female,85_years_and_over,127
New_Hampshire,Unknown,Under_1_year,0
New_Hampshire,Unknown,0-17_years,0
New_Hampshire,Unknown,1-4_years,0
New_Hampshire,Unknown,5-14_years,0
New_Hampshire,Unknown,15-24_years,0
New_Hampshire,Unknown,18-29_years,0
New_Hampshire,Unknown,25-34_years,0
New_Hampshire,Unknown,30-49_years,0
New_Hampshire,Unknown,35-44_years,0
New_Hampshire,Unknown,45-54_years,0
New_Hampshire,Unknown,50-64_years,0
New_Hampshire,Unknown,55-64_years,0
New_Hampshire,Unknown,65-74_years,0
New_Hampshire,Unknown,75-84_years,0
New_Hampshire,Unknown,85_years_and_over,0
New_Jersey,Male,Under_1_year,0
New_Jersey,Male,0-17_years,0
New_Jersey,Male,1-4_years,0
New_Jersey,Male,5-14_years,0
New_Jersey,Male,15-24_years,11
New_Jersey,Male,18-29_years,37
New_Jersey,Male,25-34_years,75
New_Jersey,Male,30-49_years,469
New_Jersey,Male,35-44_years,199
New_Jersey,Male,45-54_years,566
New_Jersey,Male,50-64_years,1590
New_Jersey,Male,55-64_years,1245
New_Jersey,Male,65-74_years,1730
New_Jersey,Male,75-84_years,1939
New_Jersey,Male,85_years_and_over,1780
New_Jersey,Female,Under_1_year,0
New_Jersey,Female,0-17_years,
New_Jersey,Female,1-4_years,
New_Jersey,Female,5-14_years,0
New_Jersey,Female,15-24_years,
New_Jersey,Female,18-29_years,17
New_Jersey,Female,25-34_years,35
New_Jersey,Female,30-49_years,149
New_Jersey,Female,35-44_years,67
New_Jersey,Female,45-54_years,185
New_Jersey,Female,50-64_years,696
New_Jersey,Female,55-64_years,572
New_Jersey,Female,65-74_years,1016
New_Jersey,Female,75-84_years,1742
New_Jersey,Female,85_years_and_over,3005
New_Jersey,Unknown,Under_1_year,0
New_Jersey,Unknown,0-17_years,0
New_Jersey,Unknown,1-4_years,0
New_Jersey,Unknown,5-14_years,0
New_Jersey,Unknown,15-24_years,0
New_Jersey,Unknown,18-29_years,0
New_Jersey,Unknown,25-34_years,0
New_Jersey,Unknown,30-49_years,0
New_Jersey,Unknown,35-44_years,0
New_Jersey,Unknown,45-54_years,0
New_Jersey,Unknown,50-64_years,0
New_Jersey,Unknown,55-64_years,0
New_Jersey,Unknown,65-74_years,
New_Jersey,Unknown,75-84_years,0
New_Jersey,Unknown,85_years_and_over,0
New_Mexico,Male,Under_1_year,0
New_Mexico,Male,0-17_years,0
New_Mexico,Male,1-4_years,0
New_Mexico,Male,5-14_years,0
New_Mexico,Male,15-24_years,
New_Mexico,Male,18-29_years,
New_Mexico,Male,25-34_years,19
New_Mexico,Male,30-49_years,48
New_Mexico,Male,35-44_years,21
New_Mexico,Male,45-54_years,36
New_Mexico,Male,50-64_years,84
New_Mexico,Male,55-64_years,61
New_Mexico,Male,65-74_years,89
New_Mexico,Male,75-84_years,75
New_Mexico,Male,85_years_and_over,83
New_Mexico,Female,Under_1_year,0
New_Mexico,Female,0-17_years,0
New_Mexico,Female,1-4_years,0
New_Mexico,Female,5-14_years,0
New_Mexico,Female,15-24_years,0
New_Mexico,Female,18-29_years,
New_Mexico,Female,25-34_years,
New_Mexico,Female,30-49_years,21
New_Mexico,Female,35-44_years,13
New_Mexico,Female,45-54_years,21
New_Mexico,Female,50-64_years,62
New_Mexico,Female,55-64_years,44
New_Mexico,Female,65-74_years,58
New_Mexico,Female,75-84_years,97
New_Mexico,Female,85_years_and_over,119
New_Mexico,Unknown,Under_1_year,0
New_Mexico,Unknown,0-17_years,0
New_Mexico,Unknown,1-4_years,0
New_Mexico,Unknown,5-14_years,0
New_Mexico,Unknown,15-24_years,0
New_Mexico,Unknown,18-29_years,0
New_Mexico,Unknown,25-34_years,0
New_Mexico,Unknown,30-49_years,0
New_Mexico,Unknown,35-44_years,0
New_Mexico,Unknown,45-54_years,0
New_Mexico,Unknown,50-64_years,0
New_Mexico,Unknown,55-64_years,0
New_Mexico,Unknown,65-74_years,0
New_Mexico,Unknown,75-84_years,0
New_Mexico,Unknown,85_years_and_over,0
New_York,Male,Under_1_year,0
New_York,Male,0-17_years,
New_York,Male,1-4_years,0
New_York,Male,5-14_years,
New_York,Male,15-24_years,11
New_York,Male,18-29_years,28
New_York,Male,25-34_years,48
New_York,Male,30-49_years,303
New_York,Male,35-44_years,128
New_York,Male,45-54_years,377
New_York,Male,50-64_years,1148
New_York,Male,55-64_years,915
New_York,Male,65-74_years,1470
New_York,Male,75-84_years,1611
New_York,Male,85_years_and_over,1532
New_York,Female,Under_1_year,0
New_York,Female,0-17_years,
New_York,Female,1-4_years,0
New_York,Female,5-14_years,0
New_York,Female,15-24_years,
New_York,Female,18-29_years,
New_York,Female,25-34_years,19
New_York,Female,30-49_years,114
New_York,Female,35-44_years,53
New_York,Female,45-54_years,134
New_York,Female,50-64_years,525
New_York,Female,55-64_years,441
New_York,Female,65-74_years,828
New_York,Female,75-84_years,1342
New_York,Female,85_years_and_over,2624
New_York,Unknown,Under_1_year,0
New_York,Unknown,0-17_years,0
New_York,Unknown,1-4_years,0
New_York,Unknown,5-14_years,0
New_York,Unknown,15-24_years,0
New_York,Unknown,18-29_years,0
New_York,Unknown,25-34_years,0
New_York,Unknown,30-49_years,0
New_York,Unknown,35-44_years,0
New_York,Unknown,45-54_years,0
New_York,Unknown,50-64_years,0
New_York,Unknown,55-64_years,0
New_York,Unknown,65-74_years,0
New_York,Unknown,75-84_years,0
New_York,Unknown,85_years_and_over,0
New_York_City,Male,Under_1_year,
New_York_City,Male,0-17_years,
New_York_City,Male,1-4_years,
New_York_City,Male,5-14_years,
New_York_City,Male,15-24_years,23
New_York_City,Male,18-29_years,62
New_York_City,Male,25-34_years,112
New_York_City,Male,30-49_years,857
New_York_City,Male,35-44_years,401
New_York_City,Male,45-54_years,992
New_York_City,Male,50-64_years,2832
New_York_City,Male,55-64_years,2223
New_York_City,Male,65-74_years,3268
New_York_City,Male,75-84_years,3109
New_York_City,Male,85_years_and_over,2110
New_York_City,Female,Under_1_year,
New_York_City,Female,0-17_years,
New_York_City,Female,1-4_years,
New_York_City,Female,5-14_years,
New_York_City,Female,15-24_years,10
New_York_City,Female,18-29_years,26
New_York_City,Female,25-34_years,55
New_York_City,Female,30-49_years,303
New_York_City,Female,35-44_years,116
New_York_City,Female,45-54_years,394
New_York_City,Female,50-64_years,1301
New_York_City,Female,55-64_years,1057
New_York_City,Female,65-74_years,1760
New_York_City,Female,75-84_years,2289
New_York_City,Female,85_years_and_over,2737
New_York_City,Unknown,Under_1_year,0
New_York_City,Unknown,0-17_years,0
New_York_City,Unknown,1-4_years,0
New_York_City,Unknown,5-14_years,0
New_York_City,Unknown,15-24_years,0
New_York_City,Unknown,18-29_years,0
New_York_City,Unknown,25-34_years,0
New_York_City,Unknown,30-49_years,0
New_York_City,Unknown,35-44_years,0
New_York_City,Unknown,45-54_years,0
New_York_City,Unknown,50-64_years,0
New_York_City,Unknown,55-64_years,0
New_York_City,Unknown,65-74_years,0
New_York_City,Unknown,75-84_years,0
New_York_City,Unknown,85_years_and_over,0
North_Carolina,Male,Under_1_year,0
North_Carolina,Male,0-17_years,0
North_Carolina,Male,1-4_years,0
North_Carolina,Male,5-14_years,0
North_Carolina,Male,15-24_years,
North_Carolina,Male,18-29_years,
North_Carolina,Male,25-34_years,
North_Carolina,Male,30-49_years,68
North_Carolina,Male,35-44_years,31
North_Carolina,Male,45-54_years,83
North_Carolina,Male,50-64_years,208
North_Carolina,Male,55-64_years,157
North_Carolina,Male,65-74_years,248
North_Carolina,Male,75-84_years,305
North_Carolina,Male,85_years_and_over,244
North_Carolina,Female,Under_1_year,0
North_Carolina,Female,0-17_years,0
North_Carolina,Female,1-4_years,0
North_Carolina,Female,5-14_years,0
North_Carolina,Female,15-24_years,
North_Carolina,Female,18-29_years,
North_Carolina,Female,25-34_years,
North_Carolina,Female,30-49_years,32
North_Carolina,Female,35-44_years,12
North_Carolina,Female,45-54_years,44
North_Carolina,Female,50-64_years,106
North_Carolina,Female,55-64_years,78
North_Carolina,Female,65-74_years,189
North_Carolina,Female,75-84_years,261
